name,site,phone,full_address,city,postal_code,state,latitude,longitude,photo,working_hours,business_status,description,location_link
Dogtopia of Galleria - Houston,https://www.dogtopia.com/houston-galleria/,+1 346-209-2720,"6240 Westheimer Rd, Houston, TX 77057",Houston,77057,Texas,29.73804,-95.49427,https://lh3.googleusercontent.com/p/AF1QipPUlUzFKyDRC0IWeOTnmul2PtJGJgYU8KeZkVfu=w800-h500-k-no,"{""Sunday"": ""12-2PM"", ""Monday"": ""6AM-7:30PM"", ""Tuesday"": ""6AM-7:30PM"", ""Wednesday"": ""6AM-7:30PM"", ""Thursday"": ""6AM-7:30PM"", ""Friday"": ""6AM-7:30PM"", ""Saturday"": ""7AM-7PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Dogtopia+of+Galleria+-+Houston/@29.738039999999998,-95.49427,14z/data=!4m8!1m2!2m1!1sDogtopia+of+Galleria+-+Houston!3m4!1s0x8640c3c6b0069937:0x948262c2896ed950!8m2!3d29.738039999999998!4d-95.49427"
Barkway Dog Park,https://www.cityofbaycity.org/566/Barkway,,"1700 Avenue H, Bay City, TX 77414",Bay City,77414,Texas,28.9871296,-95.9675818,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqnpRYuhYAPw4USQ26gHrCVVPjmPXPM2RTWBD22wls0WpPrJ_M9JMIx_FdHPP3khr7Dnk3jsoJrTjmeg-svCkRho2CQ_2dUjKRvgB7W5UBV69JcEpxd-WcL7D9IXQcXnZQRXtn_=w800-h500-k-no,"{""Sunday"": ""8AM-8PM"", ""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""8AM-8PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Barkway+Dog+Park/@28.9871296,-95.96758179999999,14z/data=!4m8!1m2!2m1!1sBarkway+Dog+Park!3m4!1s0x8641b946d1f96155:0x7b32567d03f0f77!8m2!3d28.9871296!4d-95.96758179999999"
Harvest Green Dog Park,https://www.harvestgreentexas.com/news/4567/new-dog-park-unleashes-furry-fidos,,"602 Vineyard Hollow Ct, Richmond, TX 77406",Richmond,77406,Texas,29.6458508,-95.7168482,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noc-P4uaI6R2vIl2nmxiguWvNf1W2ZNfKtJHcVPAttt9_ovk4UYKq50_k-HLwGvmpApaj_7jR8jB85eSjBEJ_6Fa_NUG1QgkKCLUhNmKMxvbnRP1NxUOTWEVsML-0qoUFM5NC57=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/Harvest+Green+Dog+Park/@29.645850799999998,-95.7168482,14z/data=!4m8!1m2!2m1!1sHarvest+Green+Dog+Park!3m4!1s0x8640e1c37fa11d2d:0x1c247139a72f4392!8m2!3d29.645850799999998!4d-95.7168482"
Dogtopia of Cypress,https://www.dogtopia.com/cypress,+1 281-213-5780,"8931 Fry Rd Suite 800, Cypress, TX 77433",Cypress,77433,Texas,29.9126495,-95.7275056,https://lh3.googleusercontent.com/p/AF1QipPCECpuadczQ3ePAIWxXDQT6YyvNVdG3ioyvulJ=w800-h500-k-no,"{""Sunday"": ""10AM-5PM"", ""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""10AM-5PM""}",OPERATIONAL,"Dogtopia of Cypress is the ultimate destination for dog daycare, boarding, and spa services in Cypress. Our fully supervised, open-play environment gives your pup a safe and fun space to exercise, socialize, and thrive. With spacious indoor playrooms and our certified Canine Coaches guiding every play session, we focus on your dog’s physical and mental well-being. Whether it's a day of play, an overnight stay, or a visit to our spa, we deliver personalized care and attention. Proudly serving dog parents throughout Cypress, Katy, Houston, Bridgeland, Towne Lake, Cypress Creek Lakes, Elyson, Miramesa, Marvida, Fairfield, Dogtopia is committed to creating a clean, safe, and nurturing environment where dogs can live their best lives.","https://www.google.com/maps/place/Dogtopia+of+Cypress/@29.912649499999997,-95.7275056,14z/data=!4m8!1m2!2m1!1sDogtopia+of+Cypress!3m4!1s0x8640d7114d19bb29:0x1c62a0d26b5f65f!8m2!3d29.912649499999997!4d-95.7275056"
Houston Bark Park and Daycare,http://www.houstonbarkparkec.com/,+1 832-328-5844,"3663 S Dairy Ashford Rd, Houston, TX 77082",Houston,77082,Texas,29.7194689,-95.6043156,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noD6N6q_Z4rBdyfmywsnHTuB_lxO1v9VLkq_byE0qZojGwKs05hfjl-mluU_FIMeWEuaEz0jyy4QrfRDjUxi4cewcuTxu4u4L70TW3D_FgGg7tJYH8BaXJTDFIOxHQ7j1Awo3HqWOs_IGLJ=w800-h500-k-no,"{""Sunday"": ""8-11AM,1-5PM"", ""Monday"": ""6:30-11:15AM,1:30-7PM"", ""Tuesday"": ""6:30-11:15AM,1:30-7PM"", ""Wednesday"": ""6:30-11:15AM,1:30-7PM"", ""Thursday"": ""6:30-11:15AM,1:30-7PM"", ""Friday"": ""6:30-11:15AM,1:30-7PM"", ""Saturday"": ""8-11AM,1-5PM""}",OPERATIONAL,"Houston's #1 Dog Daycare & Boarding. Discover the perfect Houston-area doggy daycare destination at Houston Bark Park and Daycare at our Heights locations! Our spacious park offers plenty of room for dogs to run, play and socialize with other dogs while under the supervision of our experienced staff. We also provide a clean and safe indoor doggy daycare facility, perfect for those rainy days. Our facility is equipped with air conditioning and heating to ensure your pooch stays comfortable year-round. With a focus on providing high-quality care and personalized attention, your pet is sure to have a paw-some time at our Houston-area doggy daycare, Houston Bark Park and Daycare.","https://www.google.com/maps/place/Houston+Bark+Park+and+Daycare/@29.7194689,-95.60431559999999,14z/data=!4m8!1m2!2m1!1sHouston+Bark+Park+and+Daycare!3m4!1s0x8640dc55798d21fd:0xa368d8e981db20ae!8m2!3d29.7194689!4d-95.60431559999999"
PlayStayTion Pet Resort & Training,http://www.playstaytionpetresort.com/,+1 903-207-4408,"150 E Greer Rd, Sadler, TX 76264",Sadler,76264,Texas,33.7948608,-96.8610458,https://lh3.googleusercontent.com/p/AF1QipNPm5A_bByiUKRvWrrP1LMEQSl6A4lcmZTqwvFs=w800-h500-k-no,"{""Sunday"": ""8AM-5PM"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5PM""}",OPERATIONAL,"PlayStayTion Pet Resort & Training is a 5 Star Dog Boarding, Grooming and Training Facility in Beautiful North Texas. Every room has indoor/outdoor access to private patios. We offer an amazing array of activities that dog's love for free! Our training is the best in the country. We use all positive reinforcement-no choke, prong or electric collars and offer a lifetime support guarantee.","https://www.google.com/maps/place/PlayStayTion+Pet+Resort+%26+Training/@33.794860799999995,-96.8610458,14z/data=!4m8!1m2!2m1!1sPlayStayTion+Pet+Resort+%26+Training!3m4!1s0x864cf12d85332c4f:0x47a3bc34c6fc80df!8m2!3d33.794860799999995!4d-96.8610458"
BASF Dog Park,,+1 979-297-4533,"91 Lake Rd, Lake Jackson, TX 77566",Lake Jackson,77566,Texas,29.0257122,-95.4574914,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqVuuRyNtmnONjtErcYLtfPO8NcTImUO9GYelYcELDNSda-jA5prybGtG0PVsvTiYAS3hojWkSULiB70VWbZHfHixBqVmS1QrGxecAqFVhVlssuHXeDp9EQ63kS6QSGlNKsPh6r=w800-h500-k-no,"{""Sunday"": ""6AM-8:30PM"", ""Monday"": ""6AM-8:30PM"", ""Tuesday"": ""6AM-8:30PM"", ""Wednesday"": ""Closed"", ""Thursday"": ""6AM-8:30PM"", ""Friday"": ""6AM-8:30PM"", ""Saturday"": ""6AM-8:30PM""}",OPERATIONAL,The BASF Dog Park is closed for construction. Visit the Lake Jackson Parks website or social media pages for updates on the opening date.,"https://www.google.com/maps/place/BASF+Dog+Park/@29.025712199999997,-95.4574914,14z/data=!4m8!1m2!2m1!1sBASF+Dog+Park!3m4!1s0x8640417551d59571:0xae49694bcf4327b8!8m2!3d29.025712199999997!4d-95.4574914"
Chappell Hill Pet Resort,http://www.chappellhillpetresort.com/,+1 979-525-8432,"5176 Chadwick-Hogan Rd, Chappell Hill, TX 77426",Chappell Hill,77426,Texas,30.124849,-96.2997268,https://lh3.googleusercontent.com/p/AF1QipOIl5OSw8xzuwi_eavBcG5tZ27da3qLFdU297M3=w800-h500-k-no,"{""Sunday"": ""10AM-5PM"", ""Monday"": ""7:30AM-6PM"", ""Tuesday"": ""7:30AM-6PM"", ""Wednesday"": ""7:30AM-6PM"", ""Thursday"": ""7:30AM-6PM"", ""Friday"": ""7:30AM-6PM"", ""Saturday"": ""8AM-5PM""}",OPERATIONAL,"Veteran and Aggie Owned/Operated. With our facilities being on site at our home, we want customers to be assured their pets are safe and enjoying a peaceful, scenic retreat. We offer pet day care, boarding, and obedience/retriever training. Want more for your dog? Let them enjoy a swim, nature walk, or four-wheeler run. Full service grooming now available!","https://www.google.com/maps/place/Chappell+Hill+Pet+Resort/@30.124848999999998,-96.2997268,14z/data=!4m8!1m2!2m1!1sChappell+Hill+Pet+Resort!3m4!1s0x8646afd988c0a659:0x77a7d9584a1da93a!8m2!3d30.124848999999998!4d-96.2997268"
PRIVATE SniffSpot Paw Paradise Lake Dallas,https://www.sniffspot.com/listings/lake-dallas-tx/paw-paradise-at-lake-dallas-43676,,"Oak Cir, Hickory Creek, TX 75065",Hickory Creek,75065,Texas,33.1085598,-97.0218475,https://lh3.googleusercontent.com/p/AF1QipMZ-RLI0rF-6NcTYheKbnh0YHDu8nZLasEo8OFT=w800-h500-k-no,,OPERATIONAL,"Waterfront private Sniffspot on Lake Lewisville. Features large green spaces, direct leashed access to the lake and trails. Dogs adore all the sights and smells in the area, while owners can relax and enjoy the view. Here's to more joy, adventure and tail-wagging memories!
Book a fun time for your pups with the link below!","https://www.google.com/maps/place/PRIVATE+SniffSpot+Paw+Paradise+Lake+Dallas/@33.1085598,-97.02184749999999,14z/data=!4m8!1m2!2m1!1sPRIVATE+SniffSpot+Paw+Paradise+Lake+Dallas!3m4!1s0x864c332638bb734f:0xb286516efd31d0ca!8m2!3d33.1085598!4d-97.02184749999999"
Bridgeland Dog Park,,,"17330 E Creekside Bend Dr, Cypress, TX 77433",Cypress,77433,Texas,29.9475288,-95.7365819,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zID9zfZrDcRMm9Z19TkgSg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=140.0589&pitch=0&thumbfov=100,,OPERATIONAL,,"https://www.google.com/maps/place/Bridgeland+Dog+Park/@29.947528799999997,-95.73658189999999,14z/data=!4m8!1m2!2m1!1sBridgeland+Dog+Park!3m4!1s0x86412b6be4031cf3:0xa63c709576742afd!8m2!3d29.947528799999997!4d-95.73658189999999"
Happy Tails Dog Park,,,"11321 Flying Admiral Dr, Cypress, TX 77433",Cypress,77433,Texas,29.9513382,-95.7838609,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TEa3QXbXAUhYO3xnsF3v8g&cb_client=search.gws-prod.gps&w=800&h=500&yaw=276.40546&pitch=0&thumbfov=100,,OPERATIONAL,,"https://www.google.com/maps/place/Happy+Tails+Dog+Park/@29.9513382,-95.7838609,14z/data=!4m8!1m2!2m1!1sHappy+Tails+Dog+Park!3m4!1s0x86412b0045e93fd5:0x17e0f5303801be5b!8m2!3d29.9513382!4d-95.7838609"
City of Lindale Dog Park,http://www.lindaletx.gov/,+1 903-882-6861,"Lindale, TX 75771",Lindale,75771,Texas,32.5209782,-95.4087758,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noTdPBYcZLAr_NeHqnbdBkwznQ89j607au3YYfiDovoGg7UoNLIWt5LGTp9ujRwaL8CEKFGPpzX64VppJRvRy53-j8sCFLH13TfUpYzprUzLphE7jaMM2JH6cYvkfQGUc-qcD0w=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/City+of+Lindale+Dog+Park/@32.5209782,-95.4087758,14z/data=!4m8!1m2!2m1!1sCity+of+Lindale+Dog+Park!3m4!1s0x8649bf4f3b391ab3:0x998eb413f94f9618!8m2!3d32.5209782!4d-95.4087758"
Circle Star Pet Resort,https://www.circlestarpetresort.com/,+1 903-469-4320,"6480 Farm to Market Rd 2339, Murchison, TX 75778",Murchison,75778,Texas,32.356869,-95.7039281,https://lh3.googleusercontent.com/p/AF1QipPUPlWTAA9a99hclJm36URfvzqRhqm30bpLGdyr=w800-h500-k-no,"{""Sunday"": ""9AM-4PM"", ""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""9AM-4PM""}",OPERATIONAL,"Since 2005, Circle Star Pet Resort has provided exceptional pet care services to East Texas. Located on nearly 100 sprawling countryside acres, our award-winning pet resort is like no other. Whether your pet joins us for overnight pet boarding, dog daycare, grooming & spa services, or professional dog training, we’ll ensure they receive personalized attention and care. Our owners even live on site for 24/7 supervision and better peace of mind. We can’t wait to welcome your furry loved ones to our luxurious home-away-from-home for pets!","https://www.google.com/maps/place/Circle+Star+Pet+Resort/@32.356868999999996,-95.7039281,14z/data=!4m8!1m2!2m1!1sCircle+Star+Pet+Resort!3m4!1s0x8649a9b14c7b0a81:0x7f3c12fa4fd96e3f!8m2!3d32.356868999999996!4d-95.7039281"
Paw Spa,,+1 903-975-5735,"112 E Bermuda St, Quitman, TX 75783",Quitman,75783,Texas,32.7951473,-95.4508394,https://lh3.googleusercontent.com/p/AF1QipOqmuuTqV9X6AwExvK5QTRo7TdENkqlhiOcg1Kc=w800-h500-k-no,,OPERATIONAL,Grooming and boarding services offered,"https://www.google.com/maps/place/Paw+Spa/@32.7951473,-95.45083939999999,14z/data=!4m8!1m2!2m1!1sPaw+Spa!3m4!1s0x86498d93c6b03ce1:0xeaec60f8b01bade5!8m2!3d32.7951473!4d-95.45083939999999"
Fair Paws Dog Park,,,"206 Yale St, Henderson, TX 75654",Henderson,75654,Texas,32.1492754,-94.7931249,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npEAmfqjsymZ3OZpKJ5YbUJP9aw2f0vbQVm_6x5BcF4LrMXlT7Tad4ZqDGUW09sD6WJl4wR0onAGVu10IPju3QEdQRnOx4UaA6s-HALpGXo4Sve6wA720y1HTwb0aDhM5WPR-c=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/Fair+Paws+Dog+Park/@32.1492754,-94.7931249,14z/data=!4m8!1m2!2m1!1sFair+Paws+Dog+Park!3m4!1s0x8637c95c7701577d:0x54f0b6ed13fc59ee!8m2!3d32.1492754!4d-94.7931249"
Dog Park at Love's Travel Stops,https://www.loves.com/dogparks,+1 903-963-1122,"1188 S Oak St, Van, TX 75790",Van,75790,Texas,32.5088509,-95.6438871,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Bk49tDfWWtf6fSQDTJHrPg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=202.8983&pitch=0&thumbfov=100,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",OPERATIONAL,,"https://www.google.com/maps/place/Dog+Park+at+Love%27s+Travel+Stops/@32.5088509,-95.6438871,14z/data=!4m8!1m2!2m1!1sDog+Park+at+Love%27s+Travel+Stops!3m4!1s0x8649a34d5336f5bf:0xa01930ec88ed8954!8m2!3d32.5088509!4d-95.6438871"
Texas K9 Solutions,https://www.texask9solutions.com/,+1 903-321-4817,"21140 FM 2767, Winona, TX 75792",Winona,75792,Texas,32.394469,-95.0505543,https://lh3.googleusercontent.com/p/AF1QipPt7hAAVyF1KXTKWt8Jnig5qv7iSkZa1b90iiS-=w800-h500-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""6AM-4PM"", ""Tuesday"": ""6AM-4PM"", ""Wednesday"": ""6AM-4PM"", ""Thursday"": ""6AM-4PM"", ""Friday"": ""6AM-4PM"", ""Saturday"": ""Closed""}",OPERATIONAL,"Our highly skilled trainers specialize in the art of cultivating disciplined & reliable canine partners for law enforcement agencies and security organizations. We provide comprehensive programs tailored to the specific needs of our clients. In addition, we offer expert guidance and support for pet owners seeking to establish a strong bond, obedience, & good manners with their furry companions. Explore our trainers' bios below to learn more about their expertise in shaping confident and well-trained dogs for both professional & personal settings. If you are looking for a Personal Protection dog let us hand pick & train the perfect dog for you! Our goal is to offer the most complete Working K9 on the market! Always train with purpose!","https://www.google.com/maps/place/Texas+K9+Solutions/@32.394469,-95.0505543,14z/data=!4m8!1m2!2m1!1sTexas+K9+Solutions!3m4!1s0x8657e92a1e35ad27:0x909a5b205ded62d3!8m2!3d32.394469!4d-95.0505543"
Tail Waggin' Retreat at Georgia's,https://tinyurl.com/meyjk58p,,"611 Cottondale Ln, Wylie, TX 75098",Wylie,75098,Texas,33.0244172,-96.5507554,https://lh3.googleusercontent.com/p/AF1QipM8igmMAQRtwRVMPiLyNZ7TXVHePQj-I9FpDSXV=w800-h500-k-no,,OPERATIONAL,"Welcome to a Sniffspot location – a private, fully fenced dog haven where your pup can run, sniff, and play freely without the stress of crowded parks. Whether you have a high-energy dog that needs room to zoom or a shy pup who prefers solo time, our yard offers a safe, quiet, and secure space tailored for off-leash adventures. Clean, well-maintained, and easy to access – this is your dog's new favorite spot!","https://www.google.com/maps/place/Tail+Waggin%27+Retreat+at+Georgia%27s/@33.0244172,-96.5507554,14z/data=!4m8!1m2!2m1!1sTail+Waggin%27+Retreat+at+Georgia%27s!3m4!1s0x864c057814864a31:0xbb47db7c852c0002!8m2!3d33.0244172!4d-96.5507554"
Bossart Park,https://spcaeasttx.com/,+1 903-596-7722,"3393 W Grande Blvd, Tyler, TX 75703",Tyler,75703,Texas,32.2835491,-95.3504593,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqXxwHrxdCMhEOL7ngqqpIBWzDwcl8LQLba54N9jd3lvAWZaF6SkGvgqCPxs5BZm8pGlAQN9SdO2G0CHhk3ACSicOckX2BK3bWxwilOYQhcLjusH3nEPGLTYzVw3E2AHVGbYmec=w800-h500-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",OPERATIONAL,,"https://www.google.com/maps/place/Bossart+Park/@32.2835491,-95.3504593,14z/data=!4m8!1m2!2m1!1sBossart+Park!3m4!1s0x8649cbdf5bad60a9:0x8ecb950ae2564632!8m2!3d32.2835491!4d-95.3504593"
Sunrise Paw Park,,+1 903-571-4960,"11415 County Rd 166, Tyler, TX 75703",Tyler,75703,Texas,32.2434578,-95.3568647,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noCcndd0Dfr4PsOz6NgesMErmtTJk8U5ch_9HY3YNOngmOfjrj6MTinYMTYn0xbD4zPo6wFV7a1c3LvQYkfchZqunOGsEIbjaRw149H8YZ8YjszD_UWpWHjoaqu8Bl2wuKzacA=w800-h500-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",OPERATIONAL,,"https://www.google.com/maps/place/Sunrise+Paw+Park/@32.2434578,-95.3568647,14z/data=!4m8!1m2!2m1!1sSunrise+Paw+Park!3m4!1s0x8649cad3437195fb:0xfdbd352c836dcd01!8m2!3d32.2434578!4d-95.3568647"
Pollard Park Dog Park,,,"3228 Bain Pl, Tyler, TX 75701",Tyler,75701,Texas,32.3129574,-95.292455,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noXtuuioL-guAfpdWQc5Bxt1mqttO8PRIgQR1F0trC36U9LZomCNNl0sV0fB4qXofxXFadzTJtvdl0-uTaHVljZW9zeWSDPKRLOYK1rJKGlp85ayLrwx-gumFvHC_WzT8yczGgQ=w800-h500-k-no,"{""Sunday"": ""6AM-8PM"", ""Monday"": ""6AM-8PM"", ""Tuesday"": ""6AM-8PM"", ""Wednesday"": ""6AM-8PM"", ""Thursday"": ""6AM-8PM"", ""Friday"": ""6AM-8PM"", ""Saturday"": ""6AM-8PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Pollard+Park+Dog+Park/@32.3129574,-95.29245499999999,14z/data=!4m8!1m2!2m1!1sPollard+Park+Dog+Park!3m4!1s0x8649cde75e13ff11:0xb00ed78a6a11cd21!8m2!3d32.3129574!4d-95.29245499999999"
"Raise The Woof Pet Hotel, LLC",http://www.raisethewoofpethotel.com/,+1 903-729-9663,"1201 Anderson County 157, Palestine, TX 75801",Palestine,75801,Texas,31.6685874,-95.5650191,,"{""Sunday"": ""8AM-5PM"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5PM""}",OPERATIONAL,Family owned dog boarding,"https://www.google.com/maps/place/Raise+The+Woof+Pet+Hotel%2C+LLC/@31.6685874,-95.5650191,14z/data=!4m8!1m2!2m1!1sRaise+The+Woof+Pet+Hotel%2C+LLC!3m4!1s0x864888378f822961:0x6a9290dc465046fe!8m2!3d31.6685874!4d-95.5650191"
Dog Park at Love's Travel Stops,https://www.loves.com/dogparks,+1 903-389-3967,"299 I-45, Fairfield, TX 75840",Fairfield,75840,Texas,31.7277395,-96.1828461,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r98y7uP8spDGyrnplII53w&cb_client=search.gws-prod.gps&w=800&h=500&yaw=265.32428&pitch=0&thumbfov=100,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",OPERATIONAL,,"https://www.google.com/maps/place/Dog+Park+at+Love%27s+Travel+Stops/@31.7277395,-96.18284609999999,14z/data=!4m8!1m2!2m1!1sDog+Park+at+Love%27s+Travel+Stops!3m4!1s0x8648bb4b32cb2eef:0xe636a560e828a39b!8m2!3d31.7277395!4d-96.18284609999999"
Grapeland City Park,,,"208 FM2423, Grapeland, TX 75844",Grapeland,75844,Texas,31.4850464,-95.472494,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nol4phfSk6Cfrc6AIHqB7gROvZWL-th_81rUH4FbkwFC8AkZ6NhCaG1ohpDribNCYoK3F7su-mJhbWYuYrAuY6yZNcA-b3VxAYoiBL6yTXBO0ZU8EHiWgnmt8nS69IGicGi5yYs=w800-h500-k-no,"{""Sunday"": ""9AM-8PM"", ""Monday"": ""9AM-8:30PM"", ""Tuesday"": ""9AM-8:30PM"", ""Wednesday"": ""9AM-8:30PM"", ""Thursday"": ""9AM-8:30PM"", ""Friday"": ""9AM-8:30PM"", ""Saturday"": ""9AM-8:30PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Grapeland+City+Park/@31.485046399999998,-95.472494,14z/data=!4m8!1m2!2m1!1sGrapeland+City+Park!3m4!1s0x8647df367102c9a1:0x3529ea0e85f0eb69!8m2!3d31.485046399999998!4d-95.472494"
Country Cabins Pet Resort,,+1 936-707-0383,"700 Rex Bailey Rd, Groveton, TX 75845",Groveton,75845,Texas,31.2022021,-95.0739103,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no_Aj8Mf0IsBwJ5bHhE_xM-a8vtBdWSvdq9ACO1NLyfxyBAjUvwnsZ72wHtbhqW5ufjmbkbNxNhoVbbHlViDWi1f0z8KxSGQpueDhmVvheL21PW879icvvXbgzVp6uNARr5BSbL1EaUpWy6=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/Country+Cabins+Pet+Resort/@31.202202099999997,-95.0739103,14z/data=!4m8!1m2!2m1!1sCountry+Cabins+Pet+Resort!3m4!1s0x8647f5713741d8b3:0x22acba3bc8753077!8m2!3d31.202202099999997!4d-95.0739103"
"Country Cabana 4 Paws, LLC",,+1 254-739-5656,"1207 US Hwy 84 W, Teague, TX 75860",Teague,75860,Texas,31.6515876,-96.3065139,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ox-LP0GGTEUj0r1WvQQFpg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=109.08823&pitch=0&thumbfov=100,"{""Sunday"": ""2-4PM"", ""Monday"": ""8:30AM-5PM"", ""Tuesday"": ""8:30AM-5PM"", ""Wednesday"": ""8:30AM-5PM"", ""Thursday"": ""8:30AM-5PM"", ""Friday"": ""8:30AM-4PM"", ""Saturday"": ""9AM-12PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Country+Cabana+4+Paws%2C+LLC/@31.6515876,-96.3065139,14z/data=!4m8!1m2!2m1!1sCountry+Cabana+4+Paws%2C+LLC!3m4!1s0x8648ae1e82d359ad:0xa0dac2f692a9bbb3!8m2!3d31.6515876!4d-96.3065139"
The Dog Ranch,http://www.thedogranchtrinity.com/,+1 936-355-9580,"104 Dog Ranch Rd, Trinity, TX 75862",Trinity,75862,Texas,30.9423426,-95.3659467,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nplQAI2M-RmVwrRJWqjG1U4R2z1rU7gFUlivqrOrwyzCq9C7aXOfg0hXOPSVCu1PLbd5a-EZ2b_ERUblz1I4HxSzcMiQcDTXEp93tVPg3lU6dtOA-J0FBC_0Yw-sZaprbROWXFNaw=w800-h500-k-no,"{""Sunday"": ""2-5PM"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5PM""}",OPERATIONAL,Full service pet boarding facility,"https://www.google.com/maps/place/The+Dog+Ranch/@30.9423426,-95.3659467,14z/data=!4m8!1m2!2m1!1sThe+Dog+Ranch!3m4!1s0x864798152a4e673f:0x4f64d564bd80809d!8m2!3d30.9423426!4d-95.3659467"
K9 Corral at Craig Ranch,,,"McKinney, TX 75070",McKinney,75070,Texas,33.140049,-96.7143155,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqW-6q7qH9f0tLvJYP1FST63dolotXh-bNohfMCsCrCvNcPeT2fVCs_lQ2ZxHLTL57y4kicqgnC2FxGHQQVQZ00bxqJjQGYYex0Jmnka0mBfJbFpElAy1I71OB688FPLsDLWVLA=w800-h500-k-no,"{""Sunday"": ""7AM-9:30PM"", ""Monday"": ""7AM-9:30PM"", ""Tuesday"": ""7AM-9:30PM"", ""Wednesday"": ""7AM-9:30PM"", ""Thursday"": ""7AM-9:30PM"", ""Friday"": ""7AM-9:30PM"", ""Saturday"": ""7AM-9:30PM""}",OPERATIONAL,,"https://www.google.com/maps/place/K9+Corral+at+Craig+Ranch/@33.140049,-96.7143155,14z/data=!4m8!1m2!2m1!1sK9+Corral+at+Craig+Ranch!3m4!1s0x864c165c7ec8e887:0xd62926858036712a!8m2!3d33.140049!4d-96.7143155"
